inproceedings:ID,author:string[],booktitle:string,crossref:string[],editor:string[],ee:string[],key:string,number:string,pages:string,title:string,volume:int,year:int,corresponding_author,doi,keywords
225073,Andrew W. Moore 0001|Geoffrey J. Gordon|Sajid M. Siddiqi,AISTATS,conf/aistats/2007,,http://proceedings.mlr.press/v2/siddiqi07a.html,journals/jmlr/SiddiqiGM07,,492-499,Fast State Discovery for HMM Model Selection and Learning.,,2007,Andrew W. Moore 0001,,model|hmm|state|selection|discovery|fast|learning
225077,Arnak S. Dalalyan|Olivier Collier,AISTATS,conf/aistats/2012,,http://proceedings.mlr.press/v22/dalalyan12.html,journals/jmlr/DalalyanC12,,264-272,Wilks' phenomenon and penalized likelihood-ratio test for nonparametric curve registration.,,2012,Arnak S. Dalalyan,,curve|phenomenon|wilks|test|penalized|nonparametric|registration|likelihoodratio
225079,Abhradeep Thakurta|Prateek Jain 0002|Pravesh Kothari,COLT,conf/colt/2012,,http://proceedings.mlr.press/v23/jain12/jain12.pdf,journals/jmlr/JainKT12,,24.1-24.34,Differentially Private Online Learning.,,2012,Abhradeep Thakurta,,private|online|differentially|big data|learning
225087,Balaji Krishnapuram|R. Bharat Rao|Rómer Rosales|Shipeng Yu,AISTATS,conf/aistats/2009,,http://proceedings.mlr.press/v5/yu09a.html,journals/jmlr/YuKRR09,,639-646,Active Sensing.,,2009,Balaji Krishnapuram,,sensing|active
225092,Abdel-rahman Mohamed|Yichuan Tang,AISTATS,conf/aistats/2012,,http://proceedings.mlr.press/v22/tang12.html,journals/jmlr/TangM12,,1203-1211,Multiresolution Deep Belief Networks.,,2012,Abdel-rahman Mohamed,,networks|deep|data management|belief|multiresolution
225097,Brian Eriksson|Laura Balzano|Robert D. Nowak,AISTATS,conf/aistats/2012,,http://proceedings.mlr.press/v22/eriksson12.html,journals/jmlr/ErikssonBN12,,373-381,High-Rank Matrix Completion.,,2012,Brian Eriksson,,matrix|completion|highrank
225106,Lehel Csató|Zalán Bodó|Zsolt Minier,Active Learning and Experimental Design @ AISTATS,conf/aistats/2010w,,http://proceedings.mlr.press/v16/bodo11a/bodo11a.pdf,journals/jmlr/BodoMC11,,127-139,Active Learning with Clustering.,,2011,Lehel Csató,,learning|active|clustering|indexing
225107,Dor Kedem|Kilian Q. Weinberger|Minmin Chen|Olivier Chapelle|Zhixiang Eddie Xu,AISTATS,conf/aistats/2012,,http://proceedings.mlr.press/v22/chen12c.html,journals/jmlr/ChenXWCK12,,218-226,Classifier Cascade for Minimizing Feature Evaluation Cost.,,2012,Dor Kedem,,feature|cost|evaluation|cascade|minimizing|classifier
225111,Amos J. Storkey|Felix V. Agakov|Peter Orchard,AISTATS,conf/aistats/2012,,http://proceedings.mlr.press/v22/agakov12.html,journals/jmlr/AgakovOS12,,10-18,Discriminative Mixtures of Sparse Latent Fields for Risk Management.,,2012,Amos J. Storkey,,sparse|discriminative|latent|fields|risk|mixtures|management
225113,Naftali Tishby|Ohad Shamir,AISTATS,conf/aistats/2011,,http://proceedings.mlr.press/v15/shamir11a/shamir11a.pdf,journals/jmlr/ShamirT11,,661-669,Spectral Clustering on a Budget.,,2011,Naftali Tishby,,spectral|clustering|budget
225115,José M. Peña 0001,AISTATS,conf/aistats/2011,,http://proceedings.mlr.press/v15/pena11a/pena11a.pdf,journals/jmlr/Pena11,,588-599,Faithfulness in Chain Graphs: The Gaussian Case.,,2011,José M. Peña 0001,,chain|faithfulness|graphs|case|gaussian
225118,Marko Grobelnik|Mitja Trampus,WAPA,conf/wapa/2010,,http://proceedings.mlr.press/v11/trampus10a.html,journals/jmlr/TrampusG10,,134-141,Visualization of Online Discussion Forums.,,2010,Marko Grobelnik,,online|discussion|data modeling|forums|visualization
225120,Akihiro Koide|Hiroshi Motoda|Kazumi Saito|Kouzou Ohara|Masahiro Kimura,ACML,conf/acml/2011,,http://proceedings.mlr.press/v20/koide11/koide11.pdf,journals/jmlr/KoideSOKM11,,297-313,Estimating Diffusion Probability Changes for AsIC-SIS Model.,,2011,Akihiro Koide,,estimating|model|asicsis|changes|probability|diffusion
225125,Diego García-Saiz|Marta E. Zorrilla,WAPA,conf/wapa/2011,,http://proceedings.mlr.press/v17/garcia-saiz11a/garcia-saiz11a.pdf,journals/jmlr/Garcia-SaizZ11,,26-32,Comparing classification methods for predicting distance students' performance.,,2011,Diego García-Saiz,,students|performance|classification|predicting|distance|methods|comparing
225127,David A. Castañón|Kirill Trapeznikov|Venkatesh Saligrama,ACML,conf/acml/2012,,http://proceedings.mlr.press/v25/trapeznikov12.html,journals/jmlr/TrapeznikovSC12,,459-474,Multi-Stage Classifier Design.,,2012,David A. Castañón,,classifier|multistage|design
225133,Kyung-Ah Sohn|Seyoung Kim,AISTATS,conf/aistats/2012,,http://proceedings.mlr.press/v22/sohn12.html,journals/jmlr/SohnK12,,1081-1089,Joint Estimation of Structured Sparsity and Output Structure in Multiple-Output Regression via Inverse-Covariance Regularization.,,2012,Kyung-Ah Sohn,,regression|structured|multipleoutput|sparsity|estimation|indexing|output|inversecovariance|via|structure|joint|regularization
225134,Ali Jalali|Pradeep Ravikumar|Sujay Sanghavi|Vishvas Vasuki,AISTATS,conf/aistats/2011,,http://proceedings.mlr.press/v15/jalali11a/jalali11a.pdf,journals/jmlr/JalaliRVS11,,378-387,On Learning Discrete Graphical Models using Group-Sparse Regularization.,,2011,Ali Jalali,,graphical|groupsparse|discrete|learning|models|using|regularization
225141,Mehreen Saeed,NIPS Causality: Objectives and Assessment,conf/nips/2008coa,,http://proceedings.mlr.press/v6/saeed10a.html,journals/jmlr/Saeed10,,225-236,The Use of Bernoulli Mixture Models for Identifying Corners of a Hypercube and Extracting Boolean Rules From Data.,,2010,Mehreen Saeed,,bernoulli|identifying|corners|rules|use|extracting|mixture|boolean|hypercube|data|models
225143,Bing Bai|Corinna Cortes|David Grangier|Jason Weston|Mehryar Mohri|Ronan Collobert,AISTATS,conf/aistats/2010,,http://proceedings.mlr.press/v9/bai10a.html,journals/jmlr/BaiWGCCM10,,49-56,Half Transductive Ranking.,,2010,Bing Bai,,ranking|half|transductive
225150,David J. C. MacKay|Iain Murray 0001|Ryan Prescott Adams,AISTATS,conf/aistats/2010,,http://proceedings.mlr.press/v9/murray10a.html,journals/jmlr/MurrayAM10,,541-548,Elliptical slice sampling.,,2010,David J. C. MacKay,,slice|elliptical|sampling
225153,Adrian Johnston|Liam P. Maguire|Michael McCann|Yuhua Li 0001,NIPS Causality: Objectives and Assessment,conf/nips/2008coa,,http://proceedings.mlr.press/v6/mccann10a.html,journals/jmlr/McCannLMJ10,,277-288,Causality Challenge: Benchmarking relevant signal components for effective monitoring and process control.,,2010,Adrian Johnston,,relevant|effective|components|signal|monitoring|process|control|causality|data modeling|challenge|benchmarking
225159,Aurélien Garivier|Emilie Kaufmann|Olivier Cappé,AISTATS,conf/aistats/2012,,http://proceedings.mlr.press/v22/kaufmann12.html,journals/jmlr/KaufmannCG12,,592-600,On Bayesian Upper Confidence Bounds for Bandit Problems.,,2012,Aurélien Garivier,,bandit|bounds|upper|bayesian|problems|confidence
225162,Frank D. Wood,AISTATS,conf/aistats/2011,,http://proceedings.mlr.press/v15/wood11a/wood11a.pdf,journals/jmlr/Wood11,,83-84,"Discussion of ""The Discrete Infinite Logistic Normal Distribution for Mixed-Membership Modeling"".",,2011,Frank D. Wood,,distribution|normal|logistic|discussion|mixedmembership|infinite|data modeling|discrete|modeling
225167,Makoto Yamada|Masashi Sugiyama,AISTATS,conf/aistats/2011,,http://proceedings.mlr.press/v15/yamada11a/yamada11a.pdf,journals/jmlr/YamadaS11,,807-815,Cross-Domain Object Matching with Model Selection.,,2011,Makoto Yamada,,model|selection|crossdomain|matching|object
225170,Liu Yang 0001|Steve Hanneke,AISTATS,conf/aistats/2010,,http://proceedings.mlr.press/v9/hanneke10a.html,journals/jmlr/HannekeY10,,321-325,Negative Results for Active Learning with Convex Losses.,,2010,Liu Yang 0001,,convex|results|active|negative|learning|losses
225173,Cun-Hui Zhang|Ping Li 0001,COLT,conf/colt/2011,,http://proceedings.mlr.press/v19/li11a/li11a.pdf,journals/jmlr/LiZ11,,477-496,A New Algorithm for Compressed Counting with Applications in Shannon Entropy Estimation in Dynamic Data.,,2011,Cun-Hui Zhang,,counting|estimation|new|algorithm|compressed|dynamic|applications|data|data modeling|entropy|shannon
225174,Christopher R. Dance|Onno Zoeter,AISTATS,conf/aistats/2011,,http://proceedings.mlr.press/v15/dance11a/dance11a.pdf,journals/jmlr/DanceZ11,,242-250,Optimal and Robust Price Experimentation: Learning by Lottery.,,2011,Christopher R. Dance,,experimentation|robust|lottery|optimal|learning|price
225175,Christopher D. Manning|Daniel A. McFarland|Ramesh Nallapati,AISTATS,conf/aistats/2011,,http://proceedings.mlr.press/v15/nallapati11a/nallapati11a.pdf,journals/jmlr/NallapatiMM11,,543-551,TopicFlow Model: Unsupervised Learning of Topic-specific Influences of Hyperlinked Documents.,,2011,Christopher D. Manning,,hyperlinked|model|topicflow|influences|unsupervised|documents|learning|topicspecific
225181,Edoardo M. Airoldi|Hossein Azari Soufiani,AISTATS,conf/aistats/2012,,http://proceedings.mlr.press/v22/azari12.html,journals/jmlr/SoufianiA12,,54-63,Graphlet decomposition of a weighted network.,,2012,Edoardo M. Airoldi,,graphlet|weighted|decomposition|network
225196,Leo Zhu|Li Wan|Rob Fergus,AISTATS,conf/aistats/2012,,http://proceedings.mlr.press/v22/wan12.html,journals/jmlr/WanZF12,,1287-1294,A Hybrid Neural Network-Latent Topic Model.,,2012,Leo Zhu,,topic|model|hybrid|networklatent|neural
225197,Benjamin Taskar|David J. Weiss,AISTATS,conf/aistats/2010,,http://proceedings.mlr.press/v9/weiss10a.html,journals/jmlr/WeissT10,,916-923,Structured Prediction Cascades.,,2010,Benjamin Taskar,,prediction|structured|cascades
225199,Alexandru Niculescu-Mizil|Claudia Perlich|Dong Wang|Grzegorz Swirszcz|Jianying Hu|Jing Xiao|Moninder Singh|Prem Melville|Vikas Sindhwani|Wei Xiong Shang|Yan Liu 0002|Yanfeng Zhu 0001,KDD Cup,conf/kdd/2009kddcup,,http://proceedings.mlr.press/v7/niculescu09.html,journals/jmlr/Niculescu-MizilPSSLMWXHSSZ09,,23-34,Winning the KDD Cup Orange Challenge with Ensemble Selection.,,2009,Alexandru Niculescu-Mizil,,ensemble|winning|cup|selection|orange|kdd|challenge
225201,Chen-Hung Wu|Chen-Tse Tsai|Cheng-Hao Tsai|Chia-Mau Ni|Chieh-Yen Lin|Chien-Chih Wang|Chih-Jen Lin|Chun-Liang Li|Chun-Sung Ferng|Chung-Yi Li|Hsuan-Tien Lin|Ku-Chun Chou|Kuan-Wei Wu|Po-Lung Chen|Po-Wei Wang|Rong-Bing Chiu|Shou-De Lin|Shu-Hao Yu|Todd G. McKenzie|Tsung-Ting Kuo|Wei-Lun Su|Wei-Shih Lin|Ya-Hsuan Chang|Yao-Nan Chen|Yu-Cheng Chou,KDD Cup,conf/kdd/2011kddcup,,http://proceedings.mlr.press/v18/chen12a.html,journals/jmlr/ChenTCCLTWCLLYCLWPSWKMCFNLLL12,,21-60,A Linear Ensemble of Individual and Blended Models for Music Rating Prediction.,,2012,Chen-Hung Wu,,ensemble|prediction|rating|individual|blended|linear|models|music
225207,Antoine Bordes|Léon Bottou|Nicolas Usunier,AISTATS,conf/aistats/2010,,http://proceedings.mlr.press/v9/usunier10a.html,journals/jmlr/UsunierBB10,,884-891,Guarantees for Approximate Incremental SVMs.,,2010,Antoine Bordes,,data processing|guarantees|approximate|incremental|svms
225212,Elad Hazan|Satyen Kale,COLT,conf/colt/2011,,http://proceedings.mlr.press/v19/hazan11b/hazan11b.pdf,journals/jmlr/HazanK11b,,817-820,A simple multi-armed bandit algorithm with optimal variation-bounded regret.,,2011,Elad Hazan,,simple|optimal|bandit|algorithm|multiarmed|regret|variationbounded
225219,Akshat Kumar|Marc Toussaint|Shlomo Zilberstein,AISTATS,conf/aistats/2012,,http://proceedings.mlr.press/v22/kumar12.html,journals/jmlr/KumarZT12,,656-664,Message-Passing Algorithms for MAP Estimation Using DC Programming.,,2012,Akshat Kumar,,messagepassing|estimation|algorithms|map|dc|programming|using
225220,Gilles Stoltz|Shie Mannor|Vianney Perchet,COLT,conf/colt/2011,,http://proceedings.mlr.press/v19/mannor11a/mannor11a.pdf,journals/jmlr/MannorPS11,,515-536,Robust approachability and regret minimization in games with partial monitoring.,,2011,Gilles Stoltz,,robust|partial|regret|approachability|monitoring|minimization|games
225223,Alexander Rakhlin|Ambuj Tewari|Karthik Sridharan,COLT,conf/colt/2011,,http://proceedings.mlr.press/v19/rakhlin11a/rakhlin11a.pdf,journals/jmlr/RakhlinST11,,559-594,Online Learning: Beyond Regret.,,2011,Alexander Rakhlin,,regret|learning|beyond|online
225224,Dario García-García|Robert C. Williamson,COLT,conf/colt/2012,,http://proceedings.mlr.press/v23/garcia12/garcia12.pdf,journals/jmlr/Garcia-GarciaW12,,28.1-28.20,Divergences and Risks for Multiclass Experiments.,,2012,Dario García-García,,multiclass|experiments|divergences|risks
225237,Huan Liu|Iñaki Inza|Louis Wehenkel|Yvan Saeys|Yves Van de Peer,FSDM,conf/pkdd/2008fsdm,,http://proceedings.mlr.press/v4/saeys08a/saeys08a.pdf,journals/jmlr/SaeysLIWP08,,1-4,Preface.,,2008,Huan Liu,,preface
225242,Gal Elidan,AISTATS,conf/aistats/2012,,http://proceedings.mlr.press/v22/elidan12b.html,journals/jmlr/Elidan12a,,355-363,Lightning-speed Structure Learning of Nonlinear Continuous Networks.,,2012,Gal Elidan,,networks|lightningspeed|nonlinear|continuous|learning|structure
225243,Jiang Wang 0001|Junsong Yuan|Ying Wu 0001|Zhuoyuan Chen,ACML,conf/acml/2012,,http://proceedings.mlr.press/v25/wang12a.html,journals/jmlr/WangYCW12,,491-505,Spatial Locality-Aware Sparse Coding and Dictionary Learning.,,2012,Jiang Wang 0001,,dictionary|sparse|localityaware|indexing|coding|spatial|learning
225248,Arthur Gretton|Carlos Guestrin|Le Song,AISTATS,conf/aistats/2010,,http://proceedings.mlr.press/v9/song10a.html,journals/jmlr/SongGG10,,765-772,Nonparametric Tree Graphical Models.,,2010,Arthur Gretton,,graphical|data storage|nonparametric|tree|models
225251,Daniel Eaton|Kevin P. Murphy,AISTATS,conf/aistats/2007,,http://proceedings.mlr.press/v2/eaton07a.html,journals/jmlr/EatonM07,,107-114,Exact Bayesian structure learning from uncertain interventions.,,2007,Daniel Eaton,,interventions|exact|bayesian|uncertain|learning|structure
225253,Baptiste Jeudy|Laurent Miclet|Nelly Barbot,ICGI,conf/icgi/2012,,http://proceedings.mlr.press/v21/miclet12a.html,journals/jmlr/MicletBJ12,,164-176,A Lattice of Sets of Alignments Built on the Common Subwords in a Finite Language.,,2012,Baptiste Jeudy,,common|lattice|alignments|finite|subwords|built|language|sets
225254,Donglin Niu|Jennifer G. Dy|Michael I. Jordan,AISTATS,conf/aistats/2011,,http://proceedings.mlr.press/v15/niu11a/niu11a.pdf,journals/jmlr/NiuDJ11,,552-560,Dimensionality Reduction for Spectral Clustering.,,2011,Donglin Niu,,spectral|clustering|dimensionality|reduction
225258,Geordie Rose|Hartmut Neven|Vasil S. Denchev|William G. Macready,ACML,conf/acml/2012,,http://proceedings.mlr.press/v25/neven12.html,journals/jmlr/NevenDRM12,,333-348,QBoost: Large Scale Classifier Training with Adiabatic Quantum Optimization.,,2012,Geordie Rose,,scale|optimization|quantum|qboost|training|adiabatic|classifier|large
225260,Masashi Sugiyama|Taiji Suzuki,AISTATS,conf/aistats/2012,,http://proceedings.mlr.press/v22/suzuki12.html,journals/jmlr/SuzukiS12,,1152-1183,Fast Learning Rate of Multiple Kernel Learning: Trade-Off between Sparsity and Smoothness.,,2012,Masashi Sugiyama,,tradeoff|sparsity|multiple|rate|smoothness|fast|kernel|learning
225261,Menno van Zaanen|Nanne van Noord,ICGI,conf/icgi/2012,,http://proceedings.mlr.press/v21/vanzaanen12b.html,journals/jmlr/ZaanenN12,,224-236,Model Merging versus Model Splitting Context-Free Grammar Induction.,,2012,Menno van Zaanen,,model|contextfree|merging|splitting|grammar|induction|versus
225269,Alexander J. Smola|Alexandros Karatzoglou|Markus Weimer,AISTATS,conf/aistats/2010,,http://proceedings.mlr.press/v9/karatzoglou10a.html,journals/jmlr/KaratzoglouSW10,,389-396,Collaborative Filtering on a Budget.,,2010,Alexander J. Smola,,collaborative|budget|filtering
225276,David R. Hardoon|John Shawe-Taylor,AISTATS,conf/aistats/2009,,http://proceedings.mlr.press/v5/shawe-taylor09a.html,journals/jmlr/Shawe-TaylorH09,,480-487,PAC-Bayes Analysis Of Maximum Entropy Classification.,,2009,David R. Hardoon,,maximum|classification|analysis|pacbayes|entropy
225284,Alexandre Lacoste|François Laviolette|Mario Marchand,AISTATS,conf/aistats/2012,,http://proceedings.mlr.press/v22/lacoste12.html,journals/jmlr/LacosteLM12,,665-675,Bayesian Comparison of Machine Learning Algorithms on Single and Multiple Datasets.,,2012,Alexandre Lacoste,,single|algorithms|multiple|bayesian|datasets|learning|machine|comparison
225290,Eyal Krupka|Naftali Tishby,AISTATS,conf/aistats/2007,,http://proceedings.mlr.press/v2/krupka07a.html,journals/jmlr/KrupkaT07,,227-234,Incorporating Prior Knowledge on Features into Learning.,,2007,Eyal Krupka,,incorporating|knowledge|prior|features|learning
225297,Duncan A. J. Blythe|Frank C. Meinecke|Franz J. Király|Jan Saputra Müller|Klaus-Robert Müller|Paul von Bünau,AISTATS,conf/aistats/2012,,http://proceedings.mlr.press/v22/kiraly12.html,journals/jmlr/KiralyBMBMM12,,628-637,Regression for sets of polynomial equations.,,2012,Duncan A. J. Blythe,,regression|equations|polynomial|sets
225301,Wei Chu|Zoubin Ghahramani,AISTATS,conf/aistats/2009,,http://proceedings.mlr.press/v5/chu09a.html,journals/jmlr/ChuG09,,89-96,Probabilistic Models for Incomplete Multi-dimensional Arrays.,,2009,Wei Chu,,arrays|incomplete|data management|multidimensional|probabilistic|models
225306,Alona Fyshe|David B. Dunson|Emily B. Fox|Tom M. Mitchell,AISTATS,conf/aistats/2012,,http://proceedings.mlr.press/v22/fyshe12.html,journals/jmlr/FysheFDM12,,409-421,Hierarchical Latent Dictionaries for Models of Brain Activation.,,2012,Alona Fyshe,,data processing|dictionaries|hierarchical|latent|brain|models|activation
225308,Botond Cseke|Tom Heskes,AISTATS,conf/aistats/2010,,http://proceedings.mlr.press/v9/cseke10a.html,journals/jmlr/CsekeH10,,121-128,Improving posterior marginal approximations in latent Gaussian models.,,2010,Botond Cseke,,approximations|latent|improving|posterior|gaussian|models|marginal
