key:string,reviewers
journals/procedia/AbererPS10,Yifeng Cui
journals/procedia/AbererPS10,James P. Vary
journals/procedia/AbererPS10,Fayçal Bachtarzi
journals/procedia/WuP10,Isabel Campos Plasencia
journals/procedia/WuP10,Jue Wang 0015
journals/procedia/WuP10,Bruno Schulze
journals/procedia/RasoolMP11,Mohsen Sharifi
journals/procedia/RasoolMP11,Farnoosh Merrikh-Bayat
journals/procedia/RasoolMP11,Sezer Kanbul
journals/procedia/SavicS11,Fumin Zhang 0001
journals/procedia/SavicS11,Sven Casteleyn
journals/procedia/SavicS11,Mandana Sotoodeh
journals/procedia/MaggioniSL11,Rodrigo Weber dos Santos
journals/procedia/MaggioniSL11,Paul Watson 0001
journals/procedia/MaggioniSL11,Yi Peng 0001
journals/procedia/NguyenCBS12,Jean Fortin
journals/procedia/NguyenCBS12,Shyh-Hao Kuo
journals/procedia/NguyenCBS12,Christophe Calvin
journals/procedia/JavadiA11,Martin J. Loomes
journals/procedia/JavadiA11,Ghulam Rasool 0002
journals/procedia/JavadiA11,Praveen Joshi
journals/procedia/FaezipourF13,Joseph Kroculick
journals/procedia/FaezipourF13,Christopher Oster
journals/procedia/FaezipourF13,Boonserm Kulvatunyou
journals/procedia/PoroorJ12,Brion Burghard
journals/procedia/PoroorJ12,Fabio Magagna
journals/procedia/PoroorJ12,Mounir Mokhtari
journals/procedia/TahaI12,Yifeng Zhu
journals/procedia/TahaI12,Kenji Watanabe
journals/procedia/TahaI12,Robert G. Reynolds
journals/procedia/SunTH11,V. Rowley
journals/procedia/SunTH11,J. A. Osborne
journals/procedia/SunTH11,Hua-Jun Fan
journals/procedia/MatauschPP12,Sérgio Silva
journals/procedia/MatauschPP12,Somayeh Shahrabadi
journals/procedia/MatauschPP12,Ricardo Baeza-Yates
journals/procedia/GeorgievaSG11,Manel Kolli
journals/procedia/GeorgievaSG11,Marta Vrábelová
journals/procedia/GeorgievaSG11,J. P. Tolmay
journals/procedia/HuangWLC12,X. Liu
journals/procedia/HuangWLC12,Aleksander Kwater
journals/procedia/HuangWLC12,Dominic Hillenbrand
journals/procedia/FernandezaA11,Mirko Prezioso
journals/procedia/FernandezaA11,Nigel Davies 0001
journals/procedia/FernandezaA11,Matthieu Kerhuel
journals/procedia/Surya11,Bin Xu
journals/procedia/Surya11,Ryoichi Fukuda
journals/procedia/Surya11,Gautam Chakrabarti
journals/procedia/SuerSAKPA12,Brian Haeffner
journals/procedia/SuerSAKPA12,Matthew Edwards
journals/procedia/SuerSAKPA12,Wenqiang Zhang
journals/procedia/Bongard11,Martin B. Plenio
journals/procedia/Bongard11,Raimondas Mozuraitis
journals/procedia/Bongard11,Radka Peterová
journals/procedia/OrdonezMCA12,Jeffrey Cleveland
journals/procedia/OrdonezMCA12,Daijiro Komaki
journals/procedia/OrdonezMCA12,Jari Saarinen
journals/procedia/SmithCW13,Mohamed Abdel-Raheem
journals/procedia/SmithCW13,Joshua Adams
journals/procedia/SmithCW13,A. Fayoumi
journals/procedia/VatsavaiSCJ11,José Antonio Mateo
journals/procedia/VatsavaiSCJ11,James P. Vary
journals/procedia/VatsavaiSCJ11,Giovanni Aloisio
journals/procedia/Krasnopolsky10,Pierre Marchot
journals/procedia/Krasnopolsky10,Peter R. Briggs
journals/procedia/Krasnopolsky10,Franco Pucci
journals/procedia/AllamehMEb11,Ali Karouni
journals/procedia/AllamehMEb11,Mohammad Reza Okhovvat
journals/procedia/AllamehMEb11,Çetin Tan
journals/procedia/CalabresePSGVGC11,Luigi Cavallo
journals/procedia/CalabresePSGVGC11,Marc T. Facciotti
journals/procedia/CalabresePSGVGC11,Douglas M. Briesch
journals/procedia/SternMKVLH11,Artur Ekert
journals/procedia/SternMKVLH11,Patrick A. Naylor
journals/procedia/SternMKVLH11,Carmen Garcia
journals/procedia/LiuHCFF12,Kostas Kastrantas
journals/procedia/LiuHCFF12,Juan José González de la Rosa
journals/procedia/LiuHCFF12,Andrés Cencerrado
journals/procedia/BayukHJ12,Cynthia Hood
journals/procedia/BayukHJ12,Roland Nattermann
journals/procedia/BayukHJ12,Lisa Murphy
journals/procedia/AwuorDN11,Ridha Khédri
journals/procedia/AwuorDN11,Ali Najafizadeh
journals/procedia/AwuorDN11,Luk Knapen
journals/procedia/GaburovBZ10,Amgad Salama
journals/procedia/GaburovBZ10,Olufunmilola Oladunni Onolaja
journals/procedia/GaburovBZ10,Fernando Pérez Morente
journals/procedia/SieniekGKP10,Hong Zhang 0006
journals/procedia/SieniekGKP10,Jan Riehme
journals/procedia/SieniekGKP10,Ibrahim
journals/procedia/Yoshida11,Vinod Grover
journals/procedia/Yoshida11,Xingsen Li
journals/procedia/Yoshida11,Chao Yang 0001
journals/procedia/MohammadM11,Weiwei Fang
journals/procedia/MohammadM11,S. M. Mozammal Hossain
journals/procedia/MohammadM11,Fredrick Mzee Awuor
journals/procedia/Mirchandani12,Ricardo Pineda
journals/procedia/Mirchandani12,Brian J. Sauser
journals/procedia/Mirchandani12,Leslie Hall
journals/procedia/BursaL11,Pierre-Michel Guilcher
journals/procedia/BursaL11,Benjamin Schindler
journals/procedia/BursaL11,Antoine Heidmann
journals/procedia/SoukalK10,Elisa Heymann
journals/procedia/SoukalK10,Zulaikha Kadim
journals/procedia/SoukalK10,Shahid Hussain 0004
journals/procedia/BendavidB11,Hossam S. Hassanein
journals/procedia/BendavidB11,Yike Guo
journals/procedia/BendavidB11,Pekka Reijula
journals/procedia/WangS12,Slawomir Walkowiak
journals/procedia/WangS12,Andrew M. White 0001
journals/procedia/WangS12,Giuseppe La Rocca
journals/procedia/DinhAJKGMR12,Shigang Li 0002
journals/procedia/DinhAJKGMR12,Zhan Zhang
journals/procedia/DinhAJKGMR12,Abderrafiaa Koukam
journals/procedia/AssarehB11,Mohsen Zamani
journals/procedia/AssarehB11,Nahid Tavakoli
journals/procedia/AssarehB11,Ismail Onden
journals/procedia/BansalFZWZ12,Noah Ryan
journals/procedia/BansalFZWZ12,Saban Cetin
journals/procedia/BansalFZWZ12,Xinpei Ma
journals/procedia/TruongPD12,Martin Necaský
journals/procedia/TruongPD12,Hiroki Miyamoto
journals/procedia/TruongPD12,Atay Ozgovde
journals/procedia/VajdiHAB12,Ralph Kohler
journals/procedia/VajdiHAB12,Aung Aung Phyo Wai
journals/procedia/VajdiHAB12,Jun Peng
journals/procedia/Corns12,Jackelynne Silva
journals/procedia/Corns12,Heidi Ann Hahn
journals/procedia/Corns12,Shari Keller
journals/procedia/StoicaB13,Junho Shin
journals/procedia/StoicaB13,Cynthia Hood
journals/procedia/StoicaB13,Nargis Hossain
journals/procedia/MelnikovaSK11,Gunnar Nyman
journals/procedia/MelnikovaSK11,Damian Dechev
journals/procedia/MelnikovaSK11,Franco Pucci
journals/procedia/MengYPH12,Xuemin Liu
journals/procedia/MengYPH12,Marcos López-Caniego
journals/procedia/MengYPH12,Tankut Acarman
journals/procedia/LundquistO12,Mohammed T. Lazim
journals/procedia/LundquistO12,Mario Buchmayr
journals/procedia/LundquistO12,Yasir Malik
journals/procedia/Lopez-EspinG10,Luciano De Tommasi
journals/procedia/Lopez-EspinG10,Peter Haase 0001
journals/procedia/Lopez-EspinG10,Jun Koseki
journals/procedia/KhajvandT11,Ilona Semradova
journals/procedia/KhajvandT11,Mohammad Reza Okhovvat
journals/procedia/KhajvandT11,Morteza Analoui
journals/procedia/Mena-GarcesBSA11,Curt Tilmes
journals/procedia/Mena-GarcesBSA11,Patrícia A. P. Costa
journals/procedia/Mena-GarcesBSA11,Francisco Epelde
journals/procedia/KhadtareS11,Vijayan K. Asari
journals/procedia/KhadtareS11,George Gueorguiev
journals/procedia/KhadtareS11,Abhijit Gosavi
journals/procedia/GuenardC12,Osama A. Mehdi
journals/procedia/GuenardC12,Ibrahim Sorkhoh
journals/procedia/GuenardC12,Jongwoon Hwang
journals/procedia/PengHZLY11,Mariusz Puchalski
journals/procedia/PengHZLY11,Ronal Muresano
journals/procedia/PengHZLY11,Dieter Kranzlmüller
journals/procedia/Iber10,David Echeverría Ciaurri
journals/procedia/Iber10,Roberto Vivó
journals/procedia/Iber10,Mariapaola Sorrentino
journals/procedia/VotintsevaWG11,Mohamad T. Musavi
journals/procedia/VotintsevaWG11,John M. Colombi
journals/procedia/VotintsevaWG11,Mahmoud Shehadeh
journals/procedia/YanJKPSTM12,Chongchong Zhao
journals/procedia/YanJKPSTM12,Devarshi Ghoshal
journals/procedia/YanJKPSTM12,Y. Nakamura
journals/procedia/LeifssonKAMG12,Piet Van Mieghem
journals/procedia/LeifssonKAMG12,Monjura Afrin
journals/procedia/LeifssonKAMG12,J. Lhomme
journals/procedia/MercerR12,Christopher P. McKay
journals/procedia/MercerR12,Richard C. Tompkins
journals/procedia/MercerR12,Mitsuo Gen
journals/procedia/GouldbyKS10,Inja Youn
journals/procedia/GouldbyKS10,Johnny Wong
journals/procedia/GouldbyKS10,Arno Leist
journals/procedia/LiuMY11,M. Rahmani
journals/procedia/LiuMY11,Victor Maojo
journals/procedia/LiuMY11,Bruce Einfalt
journals/procedia/PaechterPSMWH11,Mohsine Menouni
journals/procedia/PaechterPSMWH11,Giuseppe Leo
journals/procedia/PaechterPSMWH11,Enzo Badalotti
journals/procedia/MianDHM13,Daniel A. O'Neil
journals/procedia/MianDHM13,Wayne Baker
journals/procedia/MianDHM13,Adam M. Ross
journals/procedia/AbdallaSKA11,Yahya Asadollahi
journals/procedia/AbdallaSKA11,Betül Bayrakdar
journals/procedia/AbdallaSKA11,Seyed Morteza Babamir
journals/procedia/MenonJG12,Jing Li
journals/procedia/MenonJG12,Zakaria Maamar
journals/procedia/MenonJG12,Cédric Herpson
journals/procedia/BozejkoUW10,Thomas Ludwig 0002
journals/procedia/BozejkoUW10,M. Nordin Zakaria
journals/procedia/BozejkoUW10,Pablo Cristian Tissera
journals/procedia/MorfidiMB12,Vítor Filipe
journals/procedia/MorfidiMB12,Óscar F. F. Lopes
journals/procedia/MorfidiMB12,Katerina Kalyvioti
journals/procedia/LinJWY12,Bogdan Gabrys
journals/procedia/LinJWY12,Bastiaan Aarts
journals/procedia/LinJWY12,Steffen Mazanek
journals/procedia/JonesS12,Shogo Sone
journals/procedia/JonesS12,Mireia Usart
journals/procedia/JonesS12,Tim Tutenel
journals/procedia/El-AminS11,Franck Assous
journals/procedia/El-AminS11,Douglas L. Allaire
journals/procedia/El-AminS11,Anna V. Korobko
journals/procedia/XenophontosCG10,Alexander Ivanov
journals/procedia/XenophontosCG10,Michel Schanen
journals/procedia/XenophontosCG10,Milan Kucharik
journals/procedia/ThakkerSM12,Sung Nam Hwang
journals/procedia/ThakkerSM12,Richard Turner
journals/procedia/ThakkerSM12,Junho Shin
journals/procedia/DengSS12,Yuan-Sin Tan
journals/procedia/DengSS12,Mehrez Boulares
journals/procedia/DengSS12,Somnuk Phon-Amnuaisuk
journals/procedia/HawickP10,Jean-Luc Falcone
journals/procedia/HawickP10,David M. Holloway
journals/procedia/HawickP10,Emanuela Merelli
journals/procedia/MasseroliGC11,Andreas Schäfer 0006
journals/procedia/MasseroliGC11,Joaquín Franco
journals/procedia/MasseroliGC11,Li Deng
journals/procedia/YangK10,Vladimir V. Aristov
journals/procedia/YangK10,William W. Hargrove
journals/procedia/YangK10,Maciej Malawski
journals/procedia/Rafeh11,Fernando Juárez
journals/procedia/Rafeh11,Daniela Ladiana
journals/procedia/Rafeh11,Ali Hamidi
journals/procedia/ElnaffarM11,Ralph Kohler
journals/procedia/ElnaffarM11,Alois Ferscha
journals/procedia/ElnaffarM11,Tommi Mikkonen
journals/procedia/MandalMHMP12,Stephen H. Anderson
journals/procedia/MandalMHMP12,A. Murat Özbayoglu
journals/procedia/MandalMHMP12,Jacob Foytik
journals/procedia/ImaiV12,G. Dick van Albada
journals/procedia/ImaiV12,Roberto Ruiz
journals/procedia/ImaiV12,Nathan Dahl
journals/procedia/Tohidi11d,Marjan Laal
journals/procedia/Tohidi11d,Somayeh Assadollahi
journals/procedia/Tohidi11d,Reza Rafeh
journals/procedia/YangKL11,Dhundy Bastola
journals/procedia/YangKL11,Wenjie Wei
journals/procedia/YangKL11,Padma Raghavan
journals/procedia/UdayM13,Louis Pape
journals/procedia/UdayM13,David R. Jacques
journals/procedia/UdayM13,Robert Kempf
journals/procedia/Yano11,Shyh-Hao Kuo
journals/procedia/Yano11,Renata Slota
journals/procedia/Yano11,Francisco J. P. Lopes
journals/procedia/JehlRSVWDPVVTRKRKWBPF11,Laszlo Bacsardi
journals/procedia/JehlRSVWDPVVTRKRKWBPF11,Dieter Meschede
journals/procedia/JehlRSVWDPVVTRKRKWBPF11,Adrian M. Ionescu
journals/procedia/SuttieLLMWBD12,Saraschandra Karanam
journals/procedia/SuttieLLMWBD12,João Tiago Pinheiro Neto Jacob
journals/procedia/SuttieLLMWBD12,Rémi Cabanac
journals/procedia/NowakowskiCHKKBMDM11,Martin Drlík
journals/procedia/NowakowskiCHKKBMDM11,Marcia L. Branstetter
journals/procedia/NowakowskiCHKKBMDM11,Manuel Hasert
journals/procedia/FedoseyevA10,Ron K. Cytron
journals/procedia/FedoseyevA10,Dennis Runz
journals/procedia/FedoseyevA10,Dmitry Yemelyanov
journals/procedia/CamurriCFMV11,Ricardo Chavarriaga
journals/procedia/CamurriCFMV11,Claire J. Tomlin
journals/procedia/CamurriCFMV11,James L. Bown
journals/procedia/EngchuanC12,Supatcharee Netrphan
journals/procedia/EngchuanC12,Zhuo Zhang 0001
journals/procedia/EngchuanC12,Surapong Pinitglang
journals/procedia/ScherpH10,Mikhail Moshkov
journals/procedia/ScherpH10,Xavier Lafleur-Lambert
journals/procedia/ScherpH10,Samar Sen Sarma
journals/procedia/HighlandS12,Steven Eschrich
journals/procedia/HighlandS12,Akalpit Gadre
journals/procedia/HighlandS12,Daniel Davenport
journals/procedia/ReddyBK10,Jyoti Malik
journals/procedia/ReddyBK10,Ila Vennila
journals/procedia/ReddyBK10,B. D. Jadhav
journals/procedia/NarayananNW10,Roelof Kemp
journals/procedia/NarayananNW10,Jitendra Kumar 0001
journals/procedia/NarayananNW10,Toshihiko Kashiyama
journals/procedia/Lackermair11,M. Krishnamurthy
journals/procedia/Lackermair11,Gamal Kassem
journals/procedia/Lackermair11,Eila Lindfors
journals/procedia/Lombardi12,Gerwin de Haan
journals/procedia/Lombardi12,Antoniu Stefan
journals/procedia/Lombardi12,Francis Lacassagne
journals/procedia/HuguesMPC11,Farhad Maleki
journals/procedia/HuguesMPC11,David Pardo
journals/procedia/HuguesMPC11,Georgios Theodoropoulos 0001
journals/procedia/KizrakO11,Roohullah
journals/procedia/KizrakO11,Chuen Tse Kuah
journals/procedia/KizrakO11,Mohammad Reza Keyvanpour
journals/procedia/AbidB12,Preeja Pradeep
journals/procedia/AbidB12,Michele Ruta
journals/procedia/AbidB12,Nur Izura Udzir
journals/procedia/SchmidtM11,Paulius Danenas
journals/procedia/SchmidtM11,Marco Danelutto
journals/procedia/SchmidtM11,Guangli Nie
journals/procedia/FerreiraSCF12,Tiago João Guerreiro
journals/procedia/FerreiraSCF12,David Lima
journals/procedia/FerreiraSCF12,Keith R. Bujak
journals/procedia/AjamiAR12,William McIver
journals/procedia/AjamiAR12,Sylvia Maczey
journals/procedia/AjamiAR12,Zhongtang Zhao
journals/procedia/PaksoyG11,Tofigh Allahviranloo
journals/procedia/PaksoyG11,Diary R. Sulaiman
journals/procedia/PaksoyG11,Oguz Mustapasa
journals/procedia/ShinKLI13,Daniel A. O'Neil
journals/procedia/ShinKLI13,Hayder A. Rasheed
journals/procedia/ShinKLI13,Daniel Steenstra
journals/procedia/Cai10,Toseo Moritaka
journals/procedia/Cai10,Dmitrii Lozovanu
journals/procedia/Cai10,Mujahed Eleyat
journals/procedia/SchneiderNB12,Alexander Zadorojniy
journals/procedia/SchneiderNB12,Albert Albers
journals/procedia/SchneiderNB12,Mike Lewis
journals/procedia/AquilantiPC11,Steve Diersen
journals/procedia/AquilantiPC11,José C. Riquelme
journals/procedia/AquilantiPC11,John Stoitsis
journals/procedia/LiX12,Michal Kulczewski
journals/procedia/LiX12,Baojin Wang
journals/procedia/LiX12,Douglas M. Briesch
journals/procedia/PagliariBA11,F. Lemis Önkol
journals/procedia/PagliariBA11,António Nogueira
journals/procedia/PagliariBA11,Maryam Meshkat
journals/procedia/LipnikovMS10,Dominik Szczerba
journals/procedia/LipnikovMS10,Stefan J. Zasada
journals/procedia/LipnikovMS10,Lingfeng Niu
journals/procedia/TsukakoshiI12,Ashish Misra
journals/procedia/TsukakoshiI12,Hongman Kim
journals/procedia/TsukakoshiI12,"Zilin ""Elizabeth"" Tang"
journals/procedia/AllaireBCGKW12,Salvatore Avanzo
journals/procedia/AllaireBCGKW12,Thilo Kielmann
journals/procedia/AllaireBCGKW12,Kumaresh Singh
journals/procedia/SivanathanLLR12,Aysun Bozanta
journals/procedia/SivanathanLLR12,Francesca Maria Dagnino
journals/procedia/SivanathanLLR12,António Brisson
journals/procedia/NasrudinWO12,Mohamed Jemni
journals/procedia/NasrudinWO12,Liang Zhao 0001
journals/procedia/NasrudinWO12,Shawn E. Taylor
journals/procedia/Barnawi12,S. M. Mozammal Hossain
journals/procedia/Barnawi12,Ichiro Satoh
journals/procedia/Barnawi12,Olexiy Chudnovskyy
journals/procedia/OkhovvatB11,Dominik Vymetal
journals/procedia/OkhovvatB11,Esra Ömeroglu
journals/procedia/OkhovvatB11,Gülten Sendur
journals/procedia/PaliktzoglouS11,Habibollah Mokhtari
journals/procedia/PaliktzoglouS11,Cem Özdogan
journals/procedia/PaliktzoglouS11,Ahmad Ayatollahi
journals/procedia/ThoratJ10,Maria Petrou
journals/procedia/ThoratJ10,N. Vijaya Bala
journals/procedia/ThoratJ10,Tushar Keskar
journals/procedia/Malita11,José Francisco Noguera-Aguilar
journals/procedia/Malita11,Shima Tabibian
journals/procedia/Malita11,Mihai Bîzoi
journals/procedia/StelmachKSK11,Ke Xu 0002
journals/procedia/StelmachKSK11,Nikita Raba
journals/procedia/StelmachKSK11,Eric J. Lingerfelt
journals/procedia/Ituarte-VillarrealE11,Alfred Herrera
journals/procedia/Ituarte-VillarrealE11,John Olden-Stahl
journals/procedia/Ituarte-VillarrealE11,Ali Cinar
journals/procedia/Rodriguez-MartinezVSG11,L. Challoo
journals/procedia/Rodriguez-MartinezVSG11,Sarah M. Taylor
journals/procedia/Rodriguez-MartinezVSG11,Erin Barnes
journals/procedia/OzbayogluB12,Christopher P. McKay
journals/procedia/OzbayogluB12,Laheeb Ibrahim
journals/procedia/OzbayogluB12,Yuanhao Zhao
journals/procedia/BeckaG11,Adel Y. Abul-Magd
journals/procedia/BeckaG11,Ramakanth Gona
journals/procedia/BeckaG11,Kato Mivule
journals/procedia/SodabehFLGSGGS11,L. Jahanshahloo
journals/procedia/SodabehFLGSGGS11,Reza Azmi
journals/procedia/SodabehFLGSGGS11,T. D. O. Adewuyi
journals/procedia/ObimboJ12,Rick A. Jones
journals/procedia/ObimboJ12,Susan Ferreira
journals/procedia/ObimboJ12,Jo Ann Lane
journals/procedia/MorenoSJBR12,Blanca Morales
journals/procedia/MorenoSJBR12,Urbano Nunes
journals/procedia/MorenoSJBR12,António Pereira 0001
journals/procedia/DelgoshaeiA12,Ike Anyanwu-Ebo
journals/procedia/DelgoshaeiA12,Brian J. Sauser
journals/procedia/DelgoshaeiA12,Ahmed Khalafallah
journals/procedia/CannataroSS10,Hong Zhang 0006
journals/procedia/CannataroSS10,Philippe Bonnet
journals/procedia/CannataroSS10,Feng Xiao
journals/procedia/JuT12,Yubo Fan
journals/procedia/JuT12,Marouane Belaoucha
journals/procedia/JuT12,Seonah Kim
journals/procedia/LandQMG11,Dustin Nottage
journals/procedia/LandQMG11,Naveen K. Bansal
journals/procedia/LandQMG11,Yan Li
journals/procedia/OstilliYLMLC10,Shouyang Wang
journals/procedia/OstilliYLMLC10,Chao Yang 0001
journals/procedia/OstilliYLMLC10,Joel Svensson
journals/procedia/DouglasQCG11,L. Abu-Farah
journals/procedia/DouglasQCG11,G. S. Shirshov
journals/procedia/DouglasQCG11,Maximilian Ott
journals/procedia/EdwardsRZM12,Makihiko Sato
journals/procedia/EdwardsRZM12,Nil Ergin
journals/procedia/EdwardsRZM12,Rosemary D. Paradis
journals/procedia/DangS12,Yubo Fan
journals/procedia/DangS12,Karim Abbas
journals/procedia/DangS12,Pawel Turcza
journals/procedia/ShiY10,Nina Holden
journals/procedia/ShiY10,J. Siciarek
journals/procedia/ShiY10,Jian Huang 0007
journals/procedia/CorralJR12,Li Zhang 0013
journals/procedia/CorralJR12,Arunita Jaekel
journals/procedia/CorralJR12,Mingzhen Mo
journals/procedia/HunkaHKV11,Kardan Ahmad
journals/procedia/HunkaHKV11,Aytunç Paksoy
journals/procedia/HunkaHKV11,Azman Ta'a
journals/procedia/MartinezBCPR10,Stanislaw Gepner
journals/procedia/MartinezBCPR10,Jaakko Lappalainen
journals/procedia/MartinezBCPR10,Franck Gechter
journals/procedia/Larson12,A. G. Knyazeva
journals/procedia/Larson12,Jon Crowcroft
journals/procedia/Larson12,Suely Oliveira
journals/procedia/LeeV11,Piotr Luszczek
journals/procedia/LeeV11,Ondrej Habala
journals/procedia/LeeV11,Andreas Knüpfer
journals/procedia/El-ZaherDGC12,N. Kondrashov
journals/procedia/El-ZaherDGC12,Rie Kobayashi
journals/procedia/El-ZaherDGC12,Joseph Corneli
journals/procedia/Maxville11,Yongen Cai
journals/procedia/Maxville11,Jian Huang 0007
journals/procedia/Maxville11,Emiel Hensen
journals/procedia/IhshaishCS12a,David Kramer
journals/procedia/IhshaishCS12a,Nikos Manouselis
journals/procedia/IhshaishCS12a,Anita E. Bandrowski
journals/procedia/MansonO10,Rui Yang 0005
journals/procedia/MansonO10,Joanna Kocot
journals/procedia/MansonO10,Jeremy S. Meredith
journals/procedia/HerzigRFJ13,Zak Moy
journals/procedia/HerzigRFJ13,Datu Buyung Agusdinata
journals/procedia/HerzigRFJ13,Dimitri N. Mavris
journals/procedia/Nair12,George Muller
journals/procedia/Nair12,Koji Yamada
journals/procedia/Nair12,Ronald G. Askin
journals/procedia/MacedoU12,Franz Pühretmair
journals/procedia/MacedoU12,Gustavo Reis
journals/procedia/MacedoU12,Jean-Marc Routoure
journals/procedia/MalikM11,Pascale Minet
journals/procedia/MalikM11,Jun Peng
journals/procedia/MalikM11,Martin Gaedke
journals/procedia/ZhangG12,Jose H. Garcia
journals/procedia/ZhangG12,Johannes Werner
journals/procedia/ZhangG12,Ekaterina N. Spirova
journals/procedia/SchroderOHH11,Annika Lang
journals/procedia/SchroderOHH11,Junfeng Xu
journals/procedia/SchroderOHH11,M. M. Artigao Castillo
journals/procedia/DimovMBCGG11,Laszlo Bacsardi
journals/procedia/DimovMBCGG11,Angelo Bassi
journals/procedia/DimovMBCGG11,Paolo Bestagini
journals/procedia/AchesonDK13,Supannika Koolmanojwong
journals/procedia/AchesonDK13,Mohamed Abdel-Raheem
journals/procedia/AchesonDK13,Krystof Litomisky
journals/procedia/IonescuH11,Chiara Bartolozzi
journals/procedia/IonescuH11,Andreas Brückner
journals/procedia/IonescuH11,Gábor Prószéky
journals/procedia/ButlerP13,Sara Dersten
journals/procedia/ButlerP13,Alexander H. Levis
journals/procedia/ButlerP13,Krystof Litomisky
journals/procedia/HertelP10,Srinivas Ravela
journals/procedia/HertelP10,Bernard J. Geurts
journals/procedia/HertelP10,Domenico Vicinanza
journals/procedia/LiangWCZ12,Jing Li
journals/procedia/LiangWCZ12,Gustavo Medeiros de Araújo
journals/procedia/LiangWCZ12,Jan Keiser
journals/procedia/Bonnema12,Thammanoon Kawinfruangfukul
journals/procedia/Bonnema12,Peggy Brouse
journals/procedia/Bonnema12,Michael Volas
journals/procedia/OnolajaBT12,Robert A. Morris 0002
journals/procedia/OnolajaBT12,G. N. Shumkin
journals/procedia/OnolajaBT12,Ad Ridder
journals/procedia/BellochFGMV12,Grzegorz Dyk
journals/procedia/BellochFGMV12,Miguel O. Bernabeu
journals/procedia/BellochFGMV12,Jigang Wu
journals/procedia/MikkonenTKR11,Stefan D. Bruda
journals/procedia/MikkonenTKR11,Mohsen Rouached
journals/procedia/MikkonenTKR11,Kenneth N. Brown
journals/procedia/OliveiraS12,Chao Yang 0001
journals/procedia/OliveiraS12,Marco D. Santambrogio
journals/procedia/OliveiraS12,Masanori Nunami
journals/procedia/KozielOL11,Colin Ingram
journals/procedia/KozielOL11,B. P. Gouldby
journals/procedia/KozielOL11,Fred J. Vermolen
journals/procedia/PalagiPMB11,Guglielmo M. Tino
journals/procedia/PalagiPMB11,Ulle Endriss
journals/procedia/PalagiPMB11,Nikos D. Hatziargyriou
journals/procedia/LatorreHS10,Tomislav Janjusic
journals/procedia/LatorreHS10,Diana Spears
journals/procedia/LatorreHS10,Ken Naono
journals/procedia/ZhaoCWC12,Fabien Allard
journals/procedia/ZhaoCWC12,Mazen G. Khair
journals/procedia/ZhaoCWC12,Nirvana Meratnia
journals/procedia/SigalaSE11,Stéphane Gobron
journals/procedia/SigalaSE11,Marie-Christine Angonin
journals/procedia/SigalaSE11,Konrad Kowalczyk
journals/procedia/VidalDK12,Takeo Yaku
journals/procedia/VidalDK12,James B. S. G. Greensky
journals/procedia/VidalDK12,Jichi Guo
journals/procedia/ParadisE12,Rounak Joshi
journals/procedia/ParadisE12,Semih Sezer
journals/procedia/ParadisE12,Pratyush Valluri
journals/procedia/Sanchez12,Sofia B. Dias
journals/procedia/Sanchez12,Carlos Duarte
journals/procedia/Sanchez12,Viviane Santos de Oliveira
journals/procedia/MikyskaF11,Frank Penczek
journals/procedia/MikyskaF11,Sanderson L. Gonzaga de Oliveira
journals/procedia/MikyskaF11,Franck Gechter
journals/procedia/MichlikB10,Brett E. Shelton
journals/procedia/MichlikB10,Felix Mödritscher
journals/procedia/MichlikB10,Nguyen Thai-Nghe
journals/procedia/GraignicVJTBT13,Amit J. Lopes
journals/procedia/GraignicVJTBT13,Christian Brecher
journals/procedia/GraignicVJTBT13,Timothy L. J. Ferris
journals/procedia/Berka12,Khanok Ratanakhanokchai
journals/procedia/Berka12,Jonathan Hoyin Chan
journals/procedia/Berka12,Gilles Bernot
journals/procedia/LvHLCLZ10,Shuen-Tai Wang
journals/procedia/LvHLCLZ10,Goo Jun
journals/procedia/LvHLCLZ10,Vladimir Pentkovski
journals/procedia/RoopalakshmiR11,Sauro Straccali
journals/procedia/RoopalakshmiR11,Johan J. Lukkien
journals/procedia/RoopalakshmiR11,Geert Wets
journals/procedia/SoumagneB11,Jesús Carretero 0001
journals/procedia/SoumagneB11,Andrés Cencerrado
journals/procedia/SoumagneB11,D. Kordonowy
journals/procedia/FujitaM12,Carlos M. Ituarte-Villarreal
journals/procedia/FujitaM12,Francesco Rago
journals/procedia/FujitaM12,Sina Khanmohammadi
journals/procedia/BishopHLC11,Andro Chanishvili
journals/procedia/BishopHLC11,Giuseppe Leo
journals/procedia/BishopHLC11,Rita Pongrácz
journals/procedia/AltayK11,Nahid Tavakoli
journals/procedia/AltayK11,Maryam Bahojb Imani
journals/procedia/AltayK11,Morteza Khodabin
journals/procedia/GrimmA13,Joseph E. Kasser
journals/procedia/GrimmA13,Matt Conway
journals/procedia/GrimmA13,Nir Mashkif
journals/procedia/CorrieroCM11,Ahmed Bouabdallah
journals/procedia/CorrieroCM11,Harry J. P. Timmermans
journals/procedia/CorrieroCM11,Jayaraj Poroor
journals/procedia/MostafaviA11,Vali Derhami
journals/procedia/MostafaviA11,Ali H. Afsari
journals/procedia/MostafaviA11,Zaiton Hamin
journals/procedia/FerreiraNS12,Rocael Hernández
journals/procedia/FerreiraNS12,Christoph Weiß
journals/procedia/FerreiraNS12,Margarida Cerqueira
journals/procedia/LimaC12,Hugo Fernandes
