article:ID,author:string[],crossref:string,editor:string[],ee:string[],journal:string,key:string,number:string,pages:string,title:string,volume:string,year:int,doi,volume_key,corresponding_author,keywords
32198,Ani Guerdjikova|Jürgen Eichberger,J. Econ. Theory20134,,https://doi.org/10.1016/j.jet.2013.04.002,J. Econ. Theory,journals/jet/EichbergerG13,4,1433-1462,"Ambiguity, data and preferences for information - A case-based approach.",148,2013,https://doi.org/10.1016/j.jet.2013.04.002,J. Econ. Theory20134,Ani Guerdjikova,information|casebased|ambiguity|approach|data|preferences
32199,Biung-Ghi Ju,J. Econ. Theory20081,,https://doi.org/10.1016/j.jet.2007.03.006,J. Econ. Theory,journals/jet/Ju08,1,165-183,Efficiency and consistency for locating multiple public facilities.,138,2008,https://doi.org/10.1016/j.jet.2007.03.006,J. Econ. Theory20081,Biung-Ghi Ju,facilities|locating|consistency|multiple|efficiency|public
32200,Albert Marcet|Andrew Scott,J. Econ. Theory20092,,https://doi.org/10.1016/j.jet.2008.06.009,J. Econ. Theory,journals/jet/MarcetS09,2,473-501,Debt and deficit fluctuations and the structure of bond markets.,144,2009,https://doi.org/10.1016/j.jet.2008.06.009,J. Econ. Theory20092,Albert Marcet,structure|markets|debt|deficit|bond|fluctuations
32201,Ioannis Kospentaris|Miroslav Gabrovski,J. Econ. Theory20211,,https://doi.org/10.1016/j.jet.2021.105364,J. Econ. Theory,journals/jet/GabrovskiK21,1,105364,Intermediation in over-the-counter markets with price transparency.,198,2021,https://doi.org/10.1016/j.jet.2021.105364,J. Econ. Theory20211,Ioannis Kospentaris,transparency|markets|overthecounter|intermediation|price
32202,Benjamin Lester|Ludo Visschers|Ronald Wolthoff,J. Econ. Theory20151,,https://doi.org/10.1016/j.jet.2014.11.001,J. Econ. Theory,journals/jet/LesterVW15,1,1-15,Meeting technologies and optimal trading mechanisms in competitive search markets.,155,2015,https://doi.org/10.1016/j.jet.2014.11.001,J. Econ. Theory20151,Benjamin Lester,optimal|competitive|markets|search|mechanisms|trading|meeting|technologies
32203,Christopher Sleet,J. Econ. Theory20011-2,,https://doi.org/10.1006/jeth.2001.2806,J. Econ. Theory,journals/jet/Sleet01,1-2,338-376,On Credible Monetary Policy and Private Government Information.,99,2001,https://doi.org/10.1006/jeth.2001.2806,J. Econ. Theory20011-2,Christopher Sleet,information|monetary|private|government|credible|policy
32204,Jin Li|Yuk-fai Fong,J. Econ. Theory20171,,https://doi.org/10.1016/j.jet.2017.02.006,J. Econ. Theory,journals/jet/FongL17,1,270-293,"Relational contracts, limited liability, and employment dynamics.",169,2017,https://doi.org/10.1016/j.jet.2017.02.006,J. Econ. Theory20171,Jin Li,limited|dynamics|liability|relational|employment|contracts
32205,Andrew Clausen|Carlo Strub,J. Econ. Theory20201,,https://doi.org/10.1016/j.jet.2020.105019,J. Econ. Theory,journals/jet/ClausenS20,1,105019,Reverse Calculus and nested optimization.,187,2020,https://doi.org/10.1016/j.jet.2020.105019,J. Econ. Theory20201,Andrew Clausen,optimization|reverse|calculus|nested
32206,Dmitry Ryvkin|Mikhail Drugov,J. Econ. Theory20201,,https://doi.org/10.1016/j.jet.2020.105116,J. Econ. Theory,journals/jet/DrugovR20a,1,105116,Tournament rewards and heavy tails.,190,2020,https://doi.org/10.1016/j.jet.2020.105116,J. Econ. Theory20201,Dmitry Ryvkin,rewards|tournament|tails|heavy
32207,Bruno H. Strulovici|Margaret Meyer,J. Econ. Theory20124,,https://doi.org/10.1016/j.jet.2011.09.001,J. Econ. Theory,journals/jet/MeyerS12,4,1460-1489,Increasing interdependence of multivariate distributions.,147,2012,https://doi.org/10.1016/j.jet.2011.09.001,J. Econ. Theory20124,Bruno H. Strulovici,increasing|multivariate|interdependence|distributions
32208,David Kelsey|Jürgen Eichberger,J. Econ. Theory20022,,https://doi.org/10.1006/jeth.2001.2898|https://www.wikidata.org/entity/Q57918136,J. Econ. Theory,journals/jet/EichbergerK02,2,436-466,"Strategic Complements, Substitutes, and Ambiguity: The Implications for Public Goods.",106,2002,https://doi.org/10.1006/jeth.2001.2898|https://www.wikidata.org/entity/Q57918136,J. Econ. Theory20022,David Kelsey,substitutes|complements|ambiguity|implications|public|strategic|goods
32209,Lionel Thomas|Sandrine Ollier,J. Econ. Theory20136,,https://doi.org/10.1016/j.jet.2013.07.007,J. Econ. Theory,journals/jet/OllierT13,6,2383-2403,Ex post participation constraint in a principal-agent model with adverse selection and moral hazard.,148,2013,https://doi.org/10.1016/j.jet.2013.07.007,J. Econ. Theory20136,Lionel Thomas,post|adverse|participation|selection|model|principalagent|ex|moral|constraint|hazard
32210,Heidrun C. Hoppe|Ulrich Lehmann-Grube,J. Econ. Theory20051,,https://doi.org/10.1016/j.jet.2004.03.002,J. Econ. Theory,journals/jet/HoppeL05,1,30-50,Innovation timing games: a general framework with applications.,121,2005,https://doi.org/10.1016/j.jet.2004.03.002,J. Econ. Theory20051,Heidrun C. Hoppe,framework|timing|innovation|general|games|applications
32211,Miroslav Gabrovski|Victor Ortego-Marti,J. Econ. Theory20191,,https://doi.org/10.1016/j.jet.2019.03.003,J. Econ. Theory,journals/jet/GabrovskiO19,1,361-381,The cyclical behavior of the Beveridge Curve in the housing market.,181,2019,https://doi.org/10.1016/j.jet.2019.03.003,J. Econ. Theory20191,Miroslav Gabrovski,behavior|cyclical|beveridge|housing|curve|market
32212,April M. Franco|Galina Vereshchagina|Matthew Mitchell,J. Econ. Theory20116,,https://doi.org/10.1016/j.jet.2011.06.006,J. Econ. Theory,journals/jet/FrancoMV11,6,2307-2332,Incentives and the structure of teams.,146,2011,https://doi.org/10.1016/j.jet.2011.06.006,J. Econ. Theory20116,April M. Franco,incentives|structure|teams
32213,Clemens Puppe|Klaus Nehring,J. Econ. Theory20102,,https://doi.org/10.1016/j.jet.2009.12.004,J. Econ. Theory,journals/jet/NehringP10a,2,583-602,Justifiable group choice.,145,2010,https://doi.org/10.1016/j.jet.2009.12.004,J. Econ. Theory20102,Clemens Puppe,choice|justifiable|group
32214,Belén Jerez,J. Econ. Theory20141,,https://doi.org/10.1016/j.jet.2014.07.008,J. Econ. Theory,journals/jet/Jerez14,1,252-286,Competitive equilibrium with search frictions: A general equilibrium approach.,153,2014,https://doi.org/10.1016/j.jet.2014.07.008,J. Econ. Theory20141,Belén Jerez,competitive|approach|search|frictions|general|equilibrium
32215,Yves Sprumont,J. Econ. Theory20124,,https://doi.org/10.1016/j.jet.2010.07.009,J. Econ. Theory,journals/jet/Sprumont12,4,1602-1613,Resource egalitarianism with a dash of efficiency.,147,2012,https://doi.org/10.1016/j.jet.2010.07.009,J. Econ. Theory20124,Yves Sprumont,dash|efficiency|resource|egalitarianism
32216,Antonio Miralles|Federico Echenique|Jun Zhang 0035,J. Econ. Theory20211,,https://doi.org/10.1016/j.jet.2021.105274,J. Econ. Theory,journals/jet/EcheniqueMZ21,1,105274,Fairness and efficiency for allocations with participation constraints.,195,2021,https://doi.org/10.1016/j.jet.2021.105274,J. Econ. Theory20211,Antonio Miralles,allocations|participation|efficiency|fairness|constraints
32217,Francisco Barillas|Lars Peter Hansen|Thomas J. Sargent,J. Econ. Theory20096,,https://doi.org/10.1016/j.jet.2008.11.014,J. Econ. Theory,journals/jet/BarillasHS09,6,2388-2418,Doubts or variability?,144,2009,https://doi.org/10.1016/j.jet.2008.11.014,J. Econ. Theory20096,Francisco Barillas,doubts|variability
32218,Ömer T. Açikgöz,J. Econ. Theory20181,,https://doi.org/10.1016/j.jet.2017.10.006,J. Econ. Theory,journals/jet/Acikgoz18,1,18-55,On the existence and uniqueness of stationary equilibrium in Bewley economies with production.,173,2018,https://doi.org/10.1016/j.jet.2017.10.006,J. Econ. Theory20181,Ömer T. Açikgöz,existence|economies|uniqueness|production|bewley|stationary|equilibrium
32219,Milo Bianchi|Philippe Jehiel,J. Econ. Theory20151,,https://doi.org/10.1016/j.jet.2015.02.009,J. Econ. Theory,journals/jet/BianchiJ15,1,842-878,Financial reporting and market efficiency with extrapolative investors.,157,2015,https://doi.org/10.1016/j.jet.2015.02.009,J. Econ. Theory20151,Milo Bianchi,reporting|extrapolative|investors|financial|efficiency|market
32220,Ayushi Bajaj|Guillaume Rocheteau|Mario Rafael Silva|Tai-Wei Hu,J. Econ. Theory20171,,https://doi.org/10.1016/j.jet.2016.09.011,J. Econ. Theory,journals/jet/BajajHRS17,1,1-13,Decentralizing constrained-efficient allocations in the Lagos-Wright pure currency economy.,167,2017,https://doi.org/10.1016/j.jet.2016.09.011,J. Econ. Theory20171,Ayushi Bajaj,allocations|decentralizing|constrainedefficient|economy|currency|pure|lagoswright
32221,Onur Kesten,J. Econ. Theory20095,,https://doi.org/10.1016/j.jet.2009.05.003,J. Econ. Theory,journals/jet/Kesten09,5,2209-2226,Why do popular mechanisms lack efficiency in random environments?,144,2009,https://doi.org/10.1016/j.jet.2009.05.003,J. Econ. Theory20095,Onur Kesten,environments|lack|efficiency|random|mechanisms|popular
32222,Kalyan Chatterjee|Konstantin Guryev|Tai-Wei Hu,J. Econ. Theory20221,,https://doi.org/10.1016/j.jet.2022.105556,J. Econ. Theory,journals/jet/ChatterjeeGH22,1,105556,Bounded memory in a changing world: Biases in behaviour and belief.,206,2022,https://doi.org/10.1016/j.jet.2022.105556,J. Econ. Theory20221,Kalyan Chatterjee,belief|bounded|biases|world|behaviour|memory|changing
32223,Francis Bloch|Simona Fabrizi|Steffen Lippert,J. Econ. Theory20221,,https://doi.org/10.1016/j.jet.2022.105568,J. Econ. Theory,journals/jet/BlochFL22,1,105568,Hiding and herding in market entry.,206,2022,https://doi.org/10.1016/j.jet.2022.105568,J. Econ. Theory20221,Francis Bloch,entry|hiding|herding|market
32224,Narayana Kocherlakota,J. Econ. Theory20081,,https://doi.org/10.1016/j.jet.2006.07.010,J. Econ. Theory,journals/jet/Kocherlakota08,1,218-232,Injecting rational bubbles.,142,2008,https://doi.org/10.1016/j.jet.2006.07.010,J. Econ. Theory20081,Narayana Kocherlakota,bubbles|injecting|rational
32225,Jaehong Kim 0005|Menghan Xu|Mengling Li,J. Econ. Theory20211,,https://doi.org/10.1016/j.jet.2020.105159,J. Econ. Theory,journals/jet/KimLX21,1,105159,Organ donation with vouchers.,191,2021,https://doi.org/10.1016/j.jet.2020.105159,J. Econ. Theory20211,Jaehong Kim 0005,donation|vouchers|organ
32226,Rosario Macera,J. Econ. Theory20181,,https://doi.org/10.1016/j.jet.2018.10.003,J. Econ. Theory,journals/jet/Macera18,1,551-594,Intertemporal incentives under loss aversion.,178,2018,https://doi.org/10.1016/j.jet.2018.10.003,J. Econ. Theory20181,Rosario Macera,aversion|incentives|loss|intertemporal
32227,Joel Sobel|Uzi Segal,J. Econ. Theory20071,,https://doi.org/10.1016/j.jet.2006.07.003,J. Econ. Theory,journals/jet/SegalS07,1,197-216,Tit for tat: Foundations of preferences for reciprocity in strategic settings.,136,2007,https://doi.org/10.1016/j.jet.2006.07.003,J. Econ. Theory20071,Joel Sobel,tat|settings|tit|reciprocity|foundations|preferences|strategic
32228,Ju Hu|Zhen Zhou,J. Econ. Theory20221,,https://doi.org/10.1016/j.jet.2022.105469|https://www.wikidata.org/entity/Q113294300,J. Econ. Theory,journals/jet/HuZ22,1,105469,Disclosure in epidemics.,202,2022,https://doi.org/10.1016/j.jet.2022.105469|https://www.wikidata.org/entity/Q113294300,J. Econ. Theory20221,Ju Hu,epidemics|disclosure
32229,Elena Del Rey|Miguel-Angel Lopez-Garcia,J. Econ. Theory20134,,https://doi.org/10.1016/j.jet.2013.01.003,J. Econ. Theory,journals/jet/ReyL13,4,1737-1750,Optimal education and pensions in an endogenous growth model.,148,2013,https://doi.org/10.1016/j.jet.2013.01.003,J. Econ. Theory20134,Elena Del Rey,growth|optimal|model|pensions|endogenous|education
32230,Alessandro Bonatti|Johannes Hörner,J. Econ. Theory20171,,https://doi.org/10.1016/j.jet.2017.02.007,J. Econ. Theory,journals/jet/BonattiH17,1,234-269,Learning to disagree in a game of experimentation.,169,2017,https://doi.org/10.1016/j.jet.2017.02.007,J. Econ. Theory20171,Alessandro Bonatti,experimentation|game|disagree|learning
32231,Jin Yong Jung|Son Ku Kim,J. Econ. Theory20151,,https://doi.org/10.1016/j.jet.2015.09.003,J. Econ. Theory,journals/jet/JungK15,1,243-279,Information space conditions for the first-order approach in agency problems.,160,2015,https://doi.org/10.1016/j.jet.2015.09.003,J. Econ. Theory20151,Jin Yong Jung,information|problems|conditions|approach|agency|firstorder|space
32232,Alejandro M. Manelli|Daniel R. Vincent,J. Econ. Theory20071,,https://doi.org/10.1016/j.jet.2006.12.007,J. Econ. Theory,journals/jet/ManelliV07,1,153-185,Multidimensional mechanism design: Revenue maximization and the multiple-good monopoly.,137,2007,https://doi.org/10.1016/j.jet.2006.12.007,J. Econ. Theory20071,Alejandro M. Manelli,multidimensional|maximization|mechanism|design|monopoly|revenue|multiplegood
32233,Qiang Fu 0002|Yuxuan Zhu|Zenan Wu,J. Econ. Theory20221,,https://doi.org/10.1016/j.jet.2021.105377,J. Econ. Theory,journals/jet/FuWZ22,1,105377,On equilibrium existence in generalized multi-prize nested lottery contests.,200,2022,https://doi.org/10.1016/j.jet.2021.105377,J. Econ. Theory20221,Qiang Fu 0002,existence|nested|contests|lottery|equilibrium|generalized|multiprize
32234,Jang-Ting Guo|Sharon G. Harrison,J. Econ. Theory20042,,https://doi.org/10.1016/j.jet.2004.02.002,J. Econ. Theory,journals/jet/GuoH04,2,357-363,Balanced-budget rules and macroeconomic (in)stability.,119,2004,https://doi.org/10.1016/j.jet.2004.02.002,J. Econ. Theory20042,Jang-Ting Guo,rules|macroeconomic|balancedbudget|instability
32235,Ezra Oberfield|Nicholas Trachter,J. Econ. Theory20126,,https://doi.org/10.1016/j.jet.2012.09.013,J. Econ. Theory,journals/jet/OberfieldT12,6,2332-2356,Commodity money with frequent search.,147,2012,https://doi.org/10.1016/j.jet.2012.09.013,J. Econ. Theory20126,Ezra Oberfield,frequent|search|commodity|money
32236,Efe A. Ok|Yusufcan Masatlioglu,J. Econ. Theory20071,,https://doi.org/10.1016/j.jet.2007.01.008,J. Econ. Theory,journals/jet/OkM07,1,214-245,A theory of (relative) discounting.,137,2007,https://doi.org/10.1016/j.jet.2007.01.008,J. Econ. Theory20071,Efe A. Ok,discounting|relative|theory
32237,Lars Ehlers,J. Econ. Theory20042,,https://doi.org/10.1016/S0022-0531(03)00107-8,J. Econ. Theory,journals/jet/Ehlers04,2,358-369,Monotonic and implementable solutions in generalized matching problems.,114,2004,https://doi.org/10.1016/S0022-0531(03)00107-8,J. Econ. Theory20042,Lars Ehlers,solutions|problems|implementable|matching|monotonic|generalized
32238,Nicolas Schutz|Volker Nocke,J. Econ. Theory20181,,https://doi.org/10.1016/j.jet.2018.03.006,J. Econ. Theory,journals/jet/NockeS18,1,e1-e2,Quasi-linear integrability: Addendum.,175,2018,https://doi.org/10.1016/j.jet.2018.03.006,J. Econ. Theory20181,Nicolas Schutz,quasilinear|integrability|addendum
32239,Greg C. Wright|Tianxi Wang,J. Econ. Theory20201,,https://doi.org/10.1016/j.jet.2020.105105,J. Econ. Theory,journals/jet/WangW20,1,105105,Increasing returns to scale within limits: A model of ICT and its effect on the income distribution and occupation choice.,189,2020,https://doi.org/10.1016/j.jet.2020.105105,J. Econ. Theory20201,Greg C. Wright,returns|occupation|choice|distribution|effect|model|ict|increasing|limits|scale|income|within
32240,Federico Echenique|Jamie Vinson|Luciano Pomatto|Masaki Miyashita|Yuta Nakamura,J. Econ. Theory20221,,https://doi.org/10.1016/j.jet.2022.105448,J. Econ. Theory,journals/jet/EcheniqueMNPV22,1,105448,Twofold multiprior preferences and failures of contingent reasoning.,202,2022,https://doi.org/10.1016/j.jet.2022.105448,J. Econ. Theory20221,Federico Echenique,twofold|contingent|failures|multiprior|preferences|reasoning
32241,Tilman Börgers,J. Econ. Theory20211,,https://doi.org/10.1016/S0022-0531(20)30172-1,J. Econ. Theory,journals/jet/Borgers21,1,105179,Editorial Announcement.,191,2021,https://doi.org/10.1016/S0022-0531(20)30172-1,J. Econ. Theory20211,Tilman Börgers,editorial|announcement
32242,Ludo Visschers|Roberto Pinheiro,J. Econ. Theory20151,,https://doi.org/10.1016/j.jet.2015.01.019,J. Econ. Theory,journals/jet/PinheiroV15,1,397-424,Unemployment risk and wage differentials.,157,2015,https://doi.org/10.1016/j.jet.2015.01.019,J. Econ. Theory20151,Ludo Visschers,unemployment|risk|differentials|wage
32243,Haijun Wang|Jun Nie|Yulei Luo,J. Econ. Theory20221,,https://doi.org/10.1016/j.jet.2021.105204,J. Econ. Theory,journals/jet/LuoNW22,1,105204,"Ignorance, pervasive uncertainty, and household finance.",199,2022,https://doi.org/10.1016/j.jet.2021.105204,J. Econ. Theory20221,Haijun Wang,ignorance|finance|household|pervasive|uncertainty
32244,Marcus Pivato|Philippe Mongin,J. Econ. Theory20151,,https://doi.org/10.1016/j.jet.2014.12.013,J. Econ. Theory,journals/jet/MonginP15,1,146-171,Ranking multidimensional alternatives and uncertain prospects.,157,2015,https://doi.org/10.1016/j.jet.2014.12.013,J. Econ. Theory20151,Marcus Pivato,multidimensional|uncertain|prospects|ranking|alternatives
32245,Jawwad Noor,J. Econ. Theory20134,,https://doi.org/10.1016/j.jet.2013.04.001,J. Econ. Theory,journals/jet/Noor13,4,1463-1486,Removed preferences.,148,2013,https://doi.org/10.1016/j.jet.2013.04.001,J. Econ. Theory20134,Jawwad Noor,removed|preferences
32246,Yuichi Yamamoto,J. Econ. Theory20092,,https://doi.org/10.1016/j.jet.2008.07.005,J. Econ. Theory,journals/jet/Yamamoto09,2,802-824,A limit characterization of belief-free equilibrium payoffs in repeated games.,144,2009,https://doi.org/10.1016/j.jet.2008.07.005,J. Econ. Theory20092,Yuichi Yamamoto,payoffs|limit|repeated|belieffree|games|equilibrium|characterization
32247,John R. Conlon,J. Econ. Theory20031,,https://doi.org/10.1016/S0022-0531(03)00073-5,J. Econ. Theory,journals/jet/Conlon03,1,35-65,Hope springs eternal: learning and the stability of cooperation in short horizon repeated games.,112,2003,https://doi.org/10.1016/S0022-0531(03)00073-5,J. Econ. Theory20031,John R. Conlon,springs|horizon|eternal|repeated|cooperation|stability|short|hope|learning|games
32248,Hui Ou-Yang|Ming Guo,J. Econ. Theory20061,,https://doi.org/10.1016/j.jet.2004.07.010,J. Econ. Theory,journals/jet/GuoO06,1,150-191,Incentives and performance in the presence of wealth effects and endogenous risk.,129,2006,https://doi.org/10.1016/j.jet.2004.07.010,J. Econ. Theory20061,Hui Ou-Yang,performance|risk|effects|wealth|incentives|endogenous|presence
32249,Debasis Mishra|Shigehiro Serizawa|Tomoya Kazumura,J. Econ. Theory20201,,https://doi.org/10.1016/j.jet.2020.105036,J. Econ. Theory,journals/jet/KazumuraMS20,1,105036,Strategy-proof multi-object mechanism design: Ex-post revenue maximization with non-quasilinear preferences.,188,2020,https://doi.org/10.1016/j.jet.2020.105036,J. Econ. Theory20201,Debasis Mishra,nonquasilinear|strategyproof|maximization|mechanism|design|revenue|preferences|multiobject|expost
32250,Carlos Alós-Ferrer|Julien Prat,J. Econ. Theory20125,,https://doi.org/10.1016/j.jet.2012.01.018,J. Econ. Theory,journals/jet/Alos-FerrerP12,5,1787-1817,Job market signaling and employer learning.,147,2012,https://doi.org/10.1016/j.jet.2012.01.018,J. Econ. Theory20125,Carlos Alós-Ferrer,signaling|learning|job|employer|market
32251,Julien Bengui|Toan Phan,J. Econ. Theory20181,,https://doi.org/10.1016/j.jet.2018.06.005,J. Econ. Theory,journals/jet/BenguiP18,1,280-314,Asset pledgeability and endogenously leveraged bubbles.,177,2018,https://doi.org/10.1016/j.jet.2018.06.005,J. Econ. Theory20181,Julien Bengui,leveraged|bubbles|pledgeability|endogenously|asset
32252,Hajime Kobayashi|Katsunori Ohta|Tadashi Sekiguchi,J. Econ. Theory20161,,https://doi.org/10.1016/j.jet.2016.09.004,J. Econ. Theory,journals/jet/KobayashiOS16,1,311-323,Optimal sharing rules in repeated partnerships.,166,2016,https://doi.org/10.1016/j.jet.2016.09.004,J. Econ. Theory20161,Hajime Kobayashi,optimal|repeated|partnerships|rules|sharing
32253,Braz Camargo|Luis Araujo,J. Econ. Theory20081,,https://doi.org/10.1016/j.jet.2006.08.006,J. Econ. Theory,journals/jet/AraujoC08,1,48-72,Endogenous supply of fiat money.,142,2008,https://doi.org/10.1016/j.jet.2006.08.006,J. Econ. Theory20081,Braz Camargo,money|fiat|supply|endogenous
32254,Francesco Squintani|Gregory Pavlov|Johannes Hörner|Maria Goltsman,J. Econ. Theory20094,,https://doi.org/10.1016/j.jet.2008.08.010,J. Econ. Theory,journals/jet/GoltsmanHPS09,4,1397-1420,"Mediation, arbitration and negotiation.",144,2009,https://doi.org/10.1016/j.jet.2008.08.010,J. Econ. Theory20094,Francesco Squintani,mediation|negotiation|arbitration
32255,Fernando del Río|Luis A. Puch|Omar Licandro|Raouf Boucekkine,J. Econ. Theory20051,,https://doi.org/10.1016/j.jet.2004.02.006,J. Econ. Theory,journals/jet/BoucekkineLPR05,1,39-72,Vintage capital and the dynamics of the AK model.,120,2005,https://doi.org/10.1016/j.jet.2004.02.006,J. Econ. Theory20051,Fernando del Río,capital|dynamics|model|ak|vintage
32256,Aurélien Baillon|Chen Li|Han Bleichrodt|Peter P. Wakker,J. Econ. Theory20211,,https://doi.org/10.1016/j.jet.2021.105353,J. Econ. Theory,journals/jet/BaillonBLW21,1,105353,Belief hedges: Measuring ambiguity for all events and all models.,198,2021,https://doi.org/10.1016/j.jet.2021.105353,J. Econ. Theory20211,Aurélien Baillon,hedges|measuring|belief|ambiguity|events|models
32257,Jianjun Miao,J. Econ. Theory20061,,https://doi.org/10.1016/j.jet.2005.01.005,J. Econ. Theory,journals/jet/Miao06,1,274-298,Competitive equilibria of economies with a continuum of consumers and aggregate shocks.,128,2006,https://doi.org/10.1016/j.jet.2005.01.005,J. Econ. Theory20061,Jianjun Miao,competitive|economies|aggregate|shocks|equilibria|consumers|continuum
32258,Andrew J. Sinclair|Zehao Liu,J. Econ. Theory20221,,https://doi.org/10.1016/j.jet.2022.105526,J. Econ. Theory,journals/jet/LiuS22,1,105526,"Wealth, endogenous collateral quality, and financial crises.",204,2022,https://doi.org/10.1016/j.jet.2022.105526,J. Econ. Theory20221,Andrew J. Sinclair,quality|collateral|wealth|financial|crises|endogenous
32259,Martin A. Dufwenberg|Martin Dufwenberg,J. Econ. Theory20181,,https://doi.org/10.1016/j.jet.2018.01.013|https://www.wikidata.org/entity/Q98704589,J. Econ. Theory,journals/jet/DufwenbergD18,1,248-264,Lies in disguise - A theoretical analysis of cheating.,175,2018,https://doi.org/10.1016/j.jet.2018.01.013|https://www.wikidata.org/entity/Q98704589,J. Econ. Theory20181,Martin A. Dufwenberg,lies|disguise|theoretical|analysis|cheating
32260,Ehsan Ebrahimy|Robert Shimer,J. Econ. Theory20104,,https://doi.org/10.1016/j.jet.2010.02.012,J. Econ. Theory,journals/jet/EbrahimyS10,4,1325-1353,Stock-flow matching.,145,2010,https://doi.org/10.1016/j.jet.2010.02.012,J. Econ. Theory20104,Ehsan Ebrahimy,stockflow|matching
32261,Dirk Bergemann|Martin Pesendorfer,J. Econ. Theory20071,,https://doi.org/10.1016/j.jet.2007.02.001,J. Econ. Theory,journals/jet/BergemannP07,1,580-609,Information structures in optimal auctions.,137,2007,https://doi.org/10.1016/j.jet.2007.02.001,J. Econ. Theory20071,Dirk Bergemann,optimal|information|auctions|structures
32262,Karl Wärneryd,J. Econ. Theory20031,,https://doi.org/10.1016/S0022-0531(03)00006-1,J. Econ. Theory,journals/jet/Warneryd03,1,121-136,Information in conflicts.,110,2003,https://doi.org/10.1016/S0022-0531(03)00006-1,J. Econ. Theory20031,Karl Wärneryd,conflicts|information
32263,Kevin X. D. Huang|Qinglai Meng,J. Econ. Theory20121,,https://doi.org/10.1016/j.jet.2011.10.013,J. Econ. Theory,journals/jet/HuangM12,1,284-309,Increasing returns and unsynchronized wage adjustment in sunspot models of the business cycle.,147,2012,https://doi.org/10.1016/j.jet.2011.10.013,J. Econ. Theory20121,Kevin X. D. Huang,returns|adjustment|sunspot|increasing|models|cycle|unsynchronized|business|wage
32265,Hajime Tomura,J. Econ. Theory20181,,https://doi.org/10.1016/j.jet.2018.08.008,J. Econ. Theory,journals/jet/Tomura18,1,82-104,Payment instruments and collateral in the interbank payment system.,178,2018,https://doi.org/10.1016/j.jet.2018.08.008,J. Econ. Theory20181,Hajime Tomura,collateral|interbank|instruments|system|payment
32266,Louise C. Keely,J. Econ. Theory20032,,https://doi.org/10.1016/S0022-0531(03)00065-6,J. Econ. Theory,journals/jet/Keely03,2,192-213,Exchanging good ideas.,111,2003,https://doi.org/10.1016/S0022-0531(03)00065-6,J. Econ. Theory20032,Louise C. Keely,ideas|good|exchanging
32267,Hans-Theo Normann|Ismael Martínez-Martínez|Volker Benndorf,J. Econ. Theory20211,,https://doi.org/10.1016/j.jet.2021.105281,J. Econ. Theory,journals/jet/BenndorfMN21,1,105281,Games with coupled populations: An experiment in continuous time.,195,2021,https://doi.org/10.1016/j.jet.2021.105281,J. Econ. Theory20211,Hans-Theo Normann,continuous|time|experiment|coupled|populations|games
32268,Junichi Minagawa,J. Econ. Theory20081,,https://doi.org/10.1016/j.jet.2007.05.001,J. Econ. Theory,journals/jet/Minagawa08,1,308-310,A note on the global stability condition of price adjustment processes on the plane.,138,2008,https://doi.org/10.1016/j.jet.2007.05.001,J. Econ. Theory20081,Junichi Minagawa,condition|adjustment|stability|processes|note|global|price|plane
32269,Daniel Friedman|Jean Paul Rabanal|Olga A. Rud|Shuchen Zhao,J. Econ. Theory20221,,https://doi.org/10.1016/j.jet.2022.105531,J. Econ. Theory,journals/jet/FriedmanRRZ22,1,105531,On the empirical relevance of correlated equilibrium.,205,2022,https://doi.org/10.1016/j.jet.2022.105531,J. Econ. Theory20221,Daniel Friedman,equilibrium|correlated|relevance|empirical
32270,Ehud Lehrer|Roee Teper,J. Econ. Theory20112,,https://doi.org/10.1016/j.jet.2010.12.007,J. Econ. Theory,journals/jet/LehrerT11,2,762-774,Justifiable preferences.,146,2011,https://doi.org/10.1016/j.jet.2010.12.007,J. Econ. Theory20112,Ehud Lehrer,justifiable|preferences
32271,Yuval Salant,J. Econ. Theory20071,,https://doi.org/10.1016/j.jet.2006.03.012,J. Econ. Theory,journals/jet/Salant07,1,196-213,On the learnability of majority rule.,135,2007,https://doi.org/10.1016/j.jet.2006.03.012,J. Econ. Theory20071,Yuval Salant,rule|majority|learnability
32272,Andreas Blume|Uri Gneezy,J. Econ. Theory20001,,https://doi.org/10.1006/jeth.1999.2573,J. Econ. Theory,journals/jet/BlumeG00,1,161-172,An Experimental Investigation of Optimal Learning in Coordination Games.,90,2000,https://doi.org/10.1006/jeth.1999.2573,J. Econ. Theory20001,Andreas Blume,optimal|investigation|coordination|experimental|learning|games
32273,Nathan Larson,J. Econ. Theory20151,,https://doi.org/10.1016/j.jet.2015.06.003,J. Econ. Theory,journals/jet/Larson15,1,596-626,Inertia in social learning from a summary statistic.,159,2015,https://doi.org/10.1016/j.jet.2015.06.003,J. Econ. Theory20151,Nathan Larson,summary|learning|inertia|social|statistic
32274,Ruilin Zhou,J. Econ. Theory20031,,https://doi.org/10.1016/S0022-0531(03)00007-3,J. Econ. Theory,journals/jet/Zhou03,1,176-190,Does commodity money eliminate the indeterminacy of equilibrium?,110,2003,https://doi.org/10.1016/S0022-0531(03)00007-3,J. Econ. Theory20031,Ruilin Zhou,eliminate|indeterminacy|money|equilibrium|commodity
